,chern_simons,cusp_volume,hyperbolic_adjoint_torsion_degree,hyperbolic_torsion_degree,injectivity_radius,longitudinal_translation,meridinal_translation_imag,meridinal_translation_real,short_geodesic_imag_part,short_geodesic_real_part,Symmetry_0,Symmetry_D3,Symmetry_D4,Symmetry_D6,Symmetry_D8,Symmetry_Z/2 + Z/2,volume,signature
32965,-0.2474149167537689,11.45931080030914,0,6,0.4299558699131012,9.19404411315918,1.2463841438293457,-0.1422053575515747,-2.7243947982788086,0.8599117398262024,0.0,0.0,0.0,0.0,0.0,1.0,10.032546997070312,0
75003,0.0939642861485481,18.730429312015303,0,10,0.6026700139045715,15.717022895812988,1.1917288303375244,0.4661184847354889,-2.229180097579956,1.4108099937438965,1.0,0.0,0.0,0.0,0.0,0.0,18.2010440826416,2
90697,0.1012386977672576,10.706434672060595,9,6,0.2295407652854919,10.648157119750977,1.005473017692566,0.9529362916946412,2.546097040176392,0.4590815305709839,0.0,0.0,0.0,0.0,0.0,1.0,9.546642303466797,2
179331,-0.0597207359969615,10.688482235023002,15,10,0.2707277834415436,18.546348571777344,0.5763119459152222,-1.2314212322235107,-2.0695464611053467,0.5414555668830872,0.0,0.0,0.0,0.0,0.0,1.0,10.627495765686035,-4
133760,-0.230934202671051,6.594790719754741,15,10,0.2348985373973846,15.656268119812012,0.4212236702442169,-1.5264562368392944,1.5912411212921145,0.4697970747947693,0.0,0.0,0.0,0.0,0.0,0.0,6.721993446350098,-4
179852,0.1033634468913078,5.354079570650868,9,6,0.342388778924942,3.8177409172058105,1.4024208784103394,-0.7199738621711731,2.6238248348236084,0.684777557849884,0.0,0.0,0.0,0.0,0.0,0.0,4.124903202056885,0
59819,0.1192320212721824,10.100970800924358,9,6,0.5300266742706299,10.69699764251709,0.9442809224128724,-1.0625977516174316,-2.3194947242736816,1.0600533485412598,0.0,0.0,0.0,0.0,0.0,0.0,9.417591094970703,-2
149812,-0.0736120194196701,15.367516496306052,0,10,0.2938317656517029,12.817052841186523,1.1989898681640625,-0.4187776446342468,1.8465083837509155,0.5876635313034058,0.0,0.0,0.0,0.0,0.0,0.0,15.788923263549805,-2
5741,0.0775405317544937,10.632853981170229,0,10,0.5673586130142212,7.202160835266113,1.4763422012329102,0.0692787170410156,-3.1242802143096924,1.1347172260284424,1.0,0.0,0.0,0.0,0.0,0.0,9.965245246887209,0
41823,0.1340759098529815,11.680401546898906,0,6,0.4310108125209808,9.461321830749512,1.2345422506332395,-0.2866287529468536,-2.941416025161743,0.8620216250419617,0.0,0.0,0.0,0.0,0.0,1.0,10.977455139160156,-2
38567,0.1034156531095504,4.726064179169697,9,6,0.2188716232776641,7.31162691116333,0.6463765501976013,1.4130806922912598,-1.2793678045272827,0.4377432465553283,0.0,0.0,0.0,0.0,0.0,0.0,4.056860446929932,2
14355,-0.1954082399606704,14.226942616036467,0,10,0.616365909576416,13.243209838867188,1.0742820501327517,0.7536590099334717,-2.40566349029541,1.3056284189224243,0.0,0.0,0.0,0.0,0.0,1.0,11.563177108764648,2
127353,-0.24775131046772,7.701464548235037,9,6,0.4094388484954834,10.152983665466309,0.758542001247406,-1.4534441232681274,-2.1811282634735107,0.8188776969909668,0.0,0.0,0.0,0.0,0.0,1.0,7.776711463928223,-2
41251,0.2249987870454788,19.61894299262383,0,10,0.601936936378479,14.109454154968262,1.3904820680618286,-0.1368103623390197,2.8020052909851074,1.203873872756958,1.0,0.0,0.0,0.0,0.0,0.0,19.40255546569824,0
114457,-0.2194571048021316,8.94994575858459,9,6,0.319937527179718,12.045816421508787,0.7429920434951782,1.0551282167434692,-2.458279609680176,0.639875054359436,0.0,0.0,0.0,0.0,0.0,1.0,8.014861106872559,4
126169,-0.1630687862634658,11.835976575671452,0,6,0.280606597661972,11.779662132263184,1.004780650138855,-0.7637043595314026,2.2134625911712646,0.5612131953239441,0.0,0.0,0.0,0.0,0.0,1.0,11.760684967041016,-4
52759,0.2193414568901062,10.726077491726755,0,6,0.358618289232254,9.737930297851562,1.101474046707153,-0.7605862021446228,-3.0038654804229736,0.7172365784645081,0.0,0.0,0.0,0.0,0.0,1.0,10.26467514038086,0
131430,-0.2486966103315353,11.608485023562253,9,6,0.4142342507839203,8.336374282836914,1.3925100564956665,-0.2328664064407348,2.9700934886932373,0.8284685015678406,0.0,0.0,0.0,0.0,0.0,0.0,11.35878086090088,-2
50320,0.1063099130988121,7.296738197284583,15,10,0.1522883176803589,19.95960807800293,0.365575224161148,-1.6172062158584597,-2.066671371459961,0.3045766353607178,0.0,0.0,0.0,0.0,0.0,1.0,6.083234786987305,-4
128536,-0.18674898147583,4.554576493336384,9,6,0.1174523532390594,2.962636232376098,1.5373390913009644,-0.2262480556964874,-1.881284475326538,0.2349047064781189,0.0,0.0,0.0,0.0,0.0,0.0,4.056860446929932,0
220060,0.0849776938557624,11.030197615728866,0,6,0.3955454528331756,7.973258972167969,1.3833988904953003,0.486432671546936,-2.993792057037353,0.7910909056663513,0.0,0.0,0.0,0.0,0.0,0.0,9.465022087097168,2
159282,0.172968327999115,15.5715009462441,0,0,0.3428193032741546,14.102309226989746,1.104180932044983,-0.6250190734863281,-2.078784942626953,0.6856386065483093,0.0,0.0,0.0,0.0,0.0,0.0,16.6022891998291,-2
202135,0.1805322766304016,15.567518102187025,0,10,0.5216823220252991,16.384109497070312,0.9501595497131348,0.8390290141105652,-2.343312263488769,1.043364644050598,0.0,0.0,0.0,0.0,0.0,0.0,15.055877685546877,4
173970,-0.0108376974239945,19.951471697444845,0,0,0.2716054022312164,15.26968479156494,1.306606650352478,-0.2859587669372558,-2.7221758365631104,0.5432108044624329,0.0,0.0,0.0,0.0,0.0,0.0,19.96265983581543,0
108002,-0.1478556543588638,9.909302369955752,0,6,0.5985081791877747,7.346402168273926,1.3488646745681765,0.3878241777420044,-0.4953908026218414,1.197016358375549,0.0,0.0,0.0,0.0,0.0,0.0,9.250555992126465,0
120477,0.163237988948822,12.949621846687478,15,10,0.4246604442596435,9.529090881347656,1.3589566946029663,0.5628858208656311,-2.7859411239624023,0.8493208885192871,1.0,0.0,0.0,0.0,0.0,0.0,12.794225692749023,2
483,0.1728709489107132,9.632153332139184,9,6,0.2714703381061554,8.838902473449707,1.0897454023361206,0.673075795173645,-2.7777724266052246,0.5429406762123108,0.0,0.0,0.0,0.0,0.0,1.0,8.836642265319824,2
87525,0.1600825637578964,19.79541940777756,0,10,0.5730737447738647,14.47058391571045,1.3679765462875366,0.3583267331123352,-2.935443639755249,1.1461474895477295,1.0,0.0,0.0,0.0,0.0,0.0,19.8282413482666,2
185073,0.2437830567359924,18.61839982233721,0,10,0.4617542326450348,15.8193941116333,1.176935076713562,-0.6550801992416382,-2.2862918376922607,0.9235084652900696,1.0,0.0,0.0,0.0,0.0,0.0,21.090356826782227,-2
225495,0.0700776055455207,10.296389393880702,15,10,0.4579233825206756,10.456799507141112,0.984659731388092,1.1082693338394165,-1.4613158702850342,0.9158467650413512,1.0,0.0,0.0,0.0,0.0,0.0,9.905485153198242,2
124127,-0.0027206882368773,14.815404020199251,0,10,0.5935999155044556,11.78735637664795,1.2568894624710083,0.0565033592283725,-2.371107339859009,1.3599293231964111,0.0,0.0,0.0,0.0,0.0,0.0,13.385229110717772,0
75143,0.1340759098529815,11.680401546898906,9,6,0.4310108125209808,9.461321830749512,1.2345422506332395,-0.2866287529468536,-2.941416025161743,0.8620216250419617,0.0,0.0,0.0,0.0,0.0,1.0,10.977455139160156,-2
108160,-0.220016062259674,3.999960667500602,3,2,0.0288552697747945,3.993152141571045,1.0017050504684448,0.9530863761901855,1.1939220428466797,0.0577105395495891,0.0,0.0,0.0,0.0,0.0,1.0,3.573882579803467,0
238173,-0.2404540181159973,11.847630517801804,21,14,0.5839228630065918,22.96001625061035,0.5160114169120789,1.6030120849609375,2.01481032371521,1.1678457260131836,0.0,0.0,0.0,0.0,0.0,0.0,8.536065101623535,6
225396,-0.2076365500688552,16.56076393880653,0,10,0.6080427169799805,14.384812355041504,1.1512672901153564,0.587303876876831,-2.4103565216064453,1.476025938987732,1.0,0.0,0.0,0.0,0.0,0.0,16.101276397705078,2
36489,0.195548266172409,15.13449099002537,0,10,0.2758826315402984,12.262388229370115,1.2342205047607422,0.2659752368927002,2.7556753158569336,0.5517652630805969,0.0,0.0,0.0,0.0,0.0,1.0,14.982097625732422,0
62063,-0.0607359260320663,11.681998786748691,15,10,0.6521164178848267,12.301087379455566,0.9496720433235168,1.0268226861953735,-2.608626365661621,1.363304615020752,0.0,0.0,0.0,0.0,0.0,1.0,10.467246055603027,2
43347,-0.0709288790822029,7.555427625188713,9,6,0.1931420862674713,5.5979204177856445,1.349684715270996,-0.3110894560813904,-1.2136307954788208,0.3862841725349426,0.0,0.0,0.0,0.0,0.0,0.0,8.383563041687012,0
169999,-0.2115106433629989,7.897417323294235,9,6,0.3818367719650268,7.220156669616699,1.0938013792037964,-0.8213247060775757,1.6556330919265747,0.7636735439300537,0.0,0.0,0.0,0.0,0.0,0.0,7.798300266265869,-2
211687,0.1463045328855514,15.334742168744924,0,10,0.4369526505470276,12.590072631835938,1.2180026769638062,0.2681489288806915,2.529102087020874,0.8739053010940552,0.0,0.0,0.0,0.0,0.0,1.0,15.341797828674316,0
224368,-0.1555014848709106,15.494115210620294,0,10,0.5350631475448608,13.265496253967283,1.1680011749267578,0.740647554397583,3.0913608074188232,1.0701262950897217,1.0,0.0,0.0,0.0,0.0,0.0,14.68610954284668,2
143728,0.1520429998636245,19.16305965120409,0,14,0.4826525449752807,16.239883422851562,1.179999828338623,1.0589845180511477,2.449138641357422,0.9653050899505616,1.0,0.0,0.0,0.0,0.0,0.0,19.86862564086914,2
136204,-0.2007775455713272,11.36720939086399,9,6,0.6019130945205688,8.925044059753418,1.2736306190490725,0.1037008315324783,3.0879180431365967,1.550413727760315,0.0,0.0,0.0,0.0,0.0,0.0,10.687174797058104,0
86760,-0.0069399890489876,9.537899361224843,9,6,0.2305164635181427,8.40788459777832,1.1343994140625,0.586643397808075,2.590688705444336,0.4610329270362854,0.0,0.0,0.0,0.0,0.0,1.0,8.954989433288574,0
22633,0.244516909122467,13.337784812914265,0,10,0.4635923504829407,12.318331718444824,1.0827590227127075,-0.8598570823669434,-1.5399107933044434,0.9271847009658812,1.0,0.0,0.0,0.0,0.0,0.0,12.898056983947754,-2
25995,0.1410875618457794,9.306936166648256,15,10,0.4797364771366119,17.37161636352539,0.5357553362846375,-1.196055293083191,2.40988564491272,0.959472954273224,0.0,0.0,0.0,0.0,0.0,0.0,10.501253128051758,-6
200005,-0.0916483774781227,11.179484481830514,0,6,0.3159281015396118,9.140064239501951,1.2231297492980957,-0.2910139858722687,-2.3801345825195312,0.6318562030792236,0.0,0.0,0.0,0.0,0.0,1.0,10.39449691772461,0
198185,-0.001420022919774,10.900376081698369,0,10,0.5204887390136719,9.686830520629885,1.1252778768539429,-0.6090782880783081,1.7681388854980469,1.0409774780273438,0.0,0.0,0.0,0.0,0.0,0.0,11.440078735351562,-2
75169,0.0764279440045356,14.392320232618433,0,10,0.5953305959701538,16.814884185791016,0.8559274077415466,-1.1475292444229126,2.905033588409424,1.1906611919403076,1.0,0.0,0.0,0.0,0.0,0.0,11.442727088928224,-4
20556,-0.1217552945017814,15.3449044998722,0,10,0.5351544618606567,13.288287162780762,1.1547691822052002,-0.5056726932525635,2.783446311950684,1.0703089237213137,0.0,0.0,0.0,0.0,0.0,0.0,14.906435012817385,-2
548,0.0275791250169277,10.967587397613556,15,10,0.3760684132575989,13.557634353637695,0.8089602589607239,1.077425241470337,2.762446165084839,0.7521368265151978,0.0,0.0,0.0,0.0,0.0,0.0,10.83966064453125,4
110112,0.1538349837064743,12.460028242728184,0,6,0.4071559607982635,10.271023750305176,1.2131242752075195,-0.4302550852298736,-2.556404829025269,0.8143119215965271,0.0,0.0,1.0,0.0,0.0,0.0,12.057977676391602,0
11890,-0.2430134266614914,24.880937752262525,0,18,0.5532052516937256,22.26188468933105,1.117647409439087,1.018404245376587,2.886301755905152,1.1064105033874512,1.0,0.0,0.0,0.0,0.0,0.0,26.42631721496582,4
145367,-0.0288526061922311,16.787145861386648,0,10,0.4015755355358124,14.250460624694824,1.1780072450637815,0.475107192993164,3.037638664245605,0.8031510710716248,0.0,0.0,0.0,0.0,0.0,1.0,16.11552619934082,2
26118,0.0966478660702705,14.69002367434132,0,14,0.2669293284416199,25.65435028076172,0.5726133584976196,-1.1289727687835691,-2.0220632553100586,0.5338586568832397,0.0,0.0,1.0,0.0,0.0,0.0,14.58606243133545,-8
182922,0.2033654451370239,16.865318677654386,0,10,0.6047880053520203,14.783361434936523,1.1408311128616333,-0.7135260701179504,2.206636905670166,1.2095760107040403,1.0,0.0,0.0,0.0,0.0,0.0,18.567476272583008,-2
178443,0.1836842000484466,24.2074942758245,0,18,0.6276264190673828,23.943552017211918,1.0110235214233398,0.8783853054046631,-2.454951524734497,1.341406226158142,1.0,0.0,0.0,0.0,0.0,0.0,27.47218513488769,4
189181,0.0709288790822029,7.555427625188713,9,6,0.1931420862674713,5.5979204177856445,1.349684715270996,0.3110894560813904,1.2136307954788208,0.3862841725349426,0.0,0.0,0.0,0.0,0.0,0.0,8.383563041687012,0
155907,0.0895740687847137,11.113075733161397,9,6,0.4856217801570892,11.984623908996582,0.9272778034210204,1.0116461515426636,2.782437801361084,0.9712435603141784,0.0,0.0,1.0,0.0,0.0,0.0,8.773457527160645,4
45077,-0.0709356069564819,11.576332751842529,0,14,0.4407894611358642,18.235950469970703,0.6348083019256592,-1.193600296974182,-2.201608419418335,0.8815789222717285,0.0,0.0,0.0,0.0,0.0,0.0,12.305158615112305,-4
154791,0.1740409731864929,16.260763832713565,0,10,0.2700143456459045,13.458724975585938,1.2081949710845947,0.4572836756706238,-2.72857666015625,0.5400286912918091,0.0,0.0,0.0,0.0,0.0,1.0,16.084362030029297,2
168920,-0.2105698585510254,10.733067437748844,0,14,0.3091513216495514,11.342190742492676,0.9462957978248596,-0.8719561696052551,-1.6213477849960327,0.6183026432991028,0.0,0.0,0.0,0.0,0.0,0.0,13.795467376708984,-2
221756,0.2004110217094421,18.60929278995536,0,14,0.4096162617206573,13.656932830810549,1.362626075744629,0.036051757633686,3.0529463291168213,0.8192325234413147,1.0,0.0,0.0,0.0,0.0,0.0,19.817853927612305,0
45994,0.1831473708152771,17.603567182405186,0,10,0.4432301819324493,12.559739112854004,1.4015870094299316,0.3989959359169006,-3.06552791595459,0.8864603638648987,1.0,0.0,0.0,0.0,0.0,0.0,14.341256141662598,0
239955,-0.1974266767501831,16.45211323540252,0,10,0.2849693596363067,14.97960090637207,1.0983011722564695,-1.0989458560943604,-2.6315371990203857,0.5699387192726135,1.0,0.0,0.0,0.0,0.0,0.0,14.263664245605469,-2
224405,0.2295753508806228,14.855460082377476,0,10,0.6312605142593384,10.944933891296388,1.3572909832000732,0.0973821729421615,2.990234851837158,1.2625210285186768,1.0,0.0,0.0,0.0,0.0,0.0,14.919921875,0
137073,0.1662574857473373,17.959726807497987,0,14,0.6003079414367676,15.06204319000244,1.1923831701278689,0.4487690031528473,2.251071691513061,1.3655246496200562,1.0,0.0,0.0,0.0,0.0,0.0,20.11315155029297,2
63554,0.0884628519415855,16.193106367508335,0,14,0.4155031740665436,11.506664276123049,1.407280683517456,-0.7598559260368347,-2.698821783065796,0.8310063481330872,1.0,0.0,0.0,0.0,0.0,0.0,14.066102027893066,-2
240941,-0.1496752351522445,10.94561296252391,0,18,0.1617487519979477,25.617870330810547,0.4272647500038147,-1.3771979808807373,-1.4624199867248535,0.3234975039958954,0.0,0.0,0.0,0.0,0.0,0.0,12.221125602722168,-8
158521,0.0724826678633689,15.039392618456986,15,10,0.3033783435821533,17.82122230529785,0.8439035415649414,-0.9206247329711914,-2.1573963165283203,0.6067566871643066,0.0,0.0,0.0,0.0,0.0,1.0,15.769819259643556,-4
116499,-0.18674898147583,4.554576493336384,9,6,0.1174523532390594,2.962636232376098,1.5373390913009644,-0.2262480556964874,-1.881284475326538,0.2349047064781189,0.0,0.0,0.0,0.0,0.0,0.0,4.056860446929932,0
52466,0.0801466628909111,10.234654240917736,21,14,0.5443258285522461,19.072662353515625,0.5366138219833374,-1.258774995803833,1.412103295326233,1.0886516571044922,1.0,0.0,0.0,0.0,0.0,0.0,12.252981185913086,-6
162517,0.1113059595227241,18.22771760064927,0,14,0.6431273818016052,15.971339225769045,1.141276717185974,0.7700634598731995,2.4772915840148926,1.5943940877914429,1.0,0.0,0.0,0.0,0.0,0.0,20.156879425048828,4
60973,0.2194571048021316,8.94994575858459,9,6,0.319937527179718,12.045816421508787,0.7429920434951782,-1.0551282167434692,2.458279609680176,0.639875054359436,0.0,0.0,0.0,0.0,0.0,1.0,8.014861106872559,-4
235736,0.1074724420905113,17.052693037331892,0,0,0.4392625987529754,13.799345016479492,1.235761046409607,0.2750005424022674,2.6771349906921387,0.8785251975059509,0.0,0.0,0.0,0.0,0.0,1.0,16.06822967529297,0
87305,-0.1998663991689682,11.73471340673916,15,10,0.6310497522354126,8.801533699035645,1.333257794380188,-0.1957395374774933,-2.04458236694336,1.4175573587417605,1.0,0.0,0.0,0.0,0.0,0.0,12.719181060791016,0
51816,0.1783184111118316,16.195017804358713,21,14,0.4057145118713379,11.204615592956545,1.4453880786895752,-0.0882453471422195,-3.0716378688812256,0.8114290237426758,0.0,0.0,0.0,0.0,0.0,0.0,13.730082511901855,0
232828,0.1497617214918136,16.360247467076533,0,10,0.6752275824546814,12.644733428955078,1.2938388586044312,0.6665470004081726,2.7211477756500244,1.489361047744751,1.0,0.0,0.0,0.0,0.0,0.0,17.231218338012695,2
109794,0.2038668990135193,14.580457301797196,0,10,0.3292670249938965,14.369144439697266,1.014706015586853,0.8498979806900024,2.140344858169556,0.658534049987793,0.0,0.0,0.0,0.0,0.0,0.0,14.644227981567385,2
82752,-0.0760626345872879,14.42506410322676,0,10,0.4737042188644409,11.616790771484377,1.2417426109313965,0.3865498602390289,2.498543739318848,0.9474084377288818,0.0,0.0,0.0,0.0,0.0,0.0,14.184622764587402,0
96465,0.0778186097741127,14.930799770348017,0,10,0.5801486372947693,13.674551963806152,1.0918675661087036,0.873549222946167,1.3035428524017334,1.1602972745895386,1.0,0.0,0.0,0.0,0.0,0.0,14.88675022125244,2
198246,0.1340759098529815,11.680401546898906,9,6,0.4310108125209808,9.461321830749512,1.2345422506332395,-0.2866287529468536,-2.941416025161743,0.8620216250419617,0.0,0.0,0.0,0.0,0.0,1.0,10.977455139160156,-2
153351,-0.1480767577886581,15.544707694954012,0,10,0.2078547477722168,15.534411430358888,1.0006628036499023,0.7753366231918335,-2.305517196655273,0.4157094955444336,0.0,0.0,0.0,0.0,0.0,0.0,16.83527946472168,4
194389,-0.173473447561264,18.11265659614241,0,10,0.7039876580238342,11.990252494812012,1.5106151103973389,0.2243905961513519,-0.6377679705619812,1.6662970781326294,1.0,0.0,0.0,0.0,0.0,0.0,18.50096893310547,0
174546,0.1619910299777984,16.186603528647083,0,18,0.4559514820575714,13.454912185668944,1.2030255794525146,0.7207618355751038,2.6109302043914795,0.9119029641151428,1.0,0.0,0.0,0.0,0.0,0.0,17.49507713317871,2
126708,-0.1735338866710662,13.76809604511118,0,10,0.5840024948120117,11.98498821258545,1.1487784385681152,-0.8014975786209106,2.8274641036987305,1.1680049896240234,1.0,0.0,0.0,0.0,0.0,0.0,12.182953834533691,-2
215353,0.2025207281112671,18.36545314030559,0,18,0.6161945462226868,15.699715614318848,1.169795274734497,-0.593790590763092,-2.167080879211426,1.5801974534988403,1.0,0.0,0.0,0.0,0.0,0.0,22.12859344482422,-2
83787,0.1644350737333297,14.652491758707695,0,10,0.5051026940345764,22.065580368041992,0.6640428900718689,1.1892708539962769,3.0585293769836426,1.0102053880691528,1.0,0.0,0.0,0.0,0.0,0.0,13.394044876098633,6
63788,0.2266410291194915,10.296247248889811,15,10,0.4417819678783417,6.145383834838867,1.6754441261291504,1.1833486557006836,3.0373077392578125,0.8835639357566833,1.0,0.0,0.0,0.0,0.0,0.0,7.374343872070312,0
129800,0.1110760942101478,15.570837898733544,0,0,0.4567139446735382,12.7306489944458,1.2230985164642334,0.3089242577552795,2.86231017112732,0.9134278893470764,0.0,0.0,0.0,0.0,0.0,1.0,14.430442810058594,2
121783,0.1662893593311309,11.167683374144872,9,6,0.4350069463253021,12.26015853881836,0.9108922481536864,0.8409686088562012,2.899588108062744,0.8700138926506042,0.0,0.0,0.0,0.0,0.0,1.0,10.057729721069336,4
220447,-0.1870014667510986,14.145757392019505,0,10,0.4829690456390381,10.790152549743652,1.3109877109527588,-0.1489289104938507,-2.32641339302063,0.9659380912780762,0.0,0.0,0.0,0.0,0.0,0.0,12.80691146850586,0
163049,-0.0185750015079975,18.337542256159622,0,18,0.7255765795707703,15.896310806274414,1.1535722017288208,-1.082406759262085,-1.80498731136322,1.471718430519104,1.0,0.0,0.0,0.0,0.0,0.0,18.93749046325684,-4
188157,0.072814255952835,5.944630204048963,15,10,0.2244293242692947,9.448511123657228,0.6291605234146118,-1.6386855840682983,-1.460113763809204,0.4488586485385895,0.0,0.0,0.0,0.0,0.0,0.0,4.611961364746094,-2
241920,-0.0238339249044656,8.198232245669033,9,6,0.5152894854545593,6.09788703918457,1.3444381952285769,-0.2265718877315521,-1.874679684638977,1.0305789709091189,0.0,0.0,0.0,0.0,0.0,0.0,7.40676736831665,0
17026,-0.2044209092855453,19.616769267654604,0,10,0.4539286196231842,13.860308647155762,1.415319800376892,-0.3063594102859497,2.947629690170288,0.9078572392463684,1.0,0.0,0.0,0.0,0.0,0.0,19.04709243774414,-2
110398,-0.1240193247795105,13.788733934290349,9,6,0.5730900764465332,11.97047519683838,1.15189528465271,1.036321759223938,3.0782766342163086,1.1461801528930664,0.0,0.0,0.0,0.0,0.0,0.0,10.693360328674316,2
49495,0.1021150723099708,17.28075579336928,0,10,0.6673160791397095,13.634178161621094,1.2674585580825806,0.6748349070549011,-2.618375301361084,1.4874814748764038,1.0,0.0,0.0,0.0,0.0,0.0,15.309027671813965,2
75096,-0.196706935763359,15.376593102468972,0,10,0.4879238903522491,13.295090675354004,1.1565617322921753,0.614888072013855,2.870145320892334,0.9758477807044984,0.0,0.0,0.0,0.0,0.0,0.0,14.647347450256348,2
217960,-0.1202101707458496,17.515860047336105,0,14,0.3212529718875885,13.857047080993652,1.2640398740768433,0.3960276246070862,-2.537495851516724,0.642505943775177,0.0,0.0,0.0,0.0,0.0,0.0,18.710147857666016,2
45467,0.0110795637592673,8.623013912840634,15,10,0.2309191226959228,16.487207412719727,0.5230123996734619,1.210655927658081,2.445554256439209,0.4618382453918457,0.0,0.0,0.0,0.0,0.0,1.0,9.362236976623535,4
121395,-0.0886230617761612,14.388311374924456,0,10,0.569993257522583,17.872140884399414,0.8050692677497864,-1.035561203956604,-2.504453182220459,1.139986515045166,0.0,0.0,0.0,0.0,0.0,1.0,12.50209903717041,-4
72981,0.0149775994941592,14.373032800962392,21,14,0.2473426312208175,23.111854553222656,0.6218900680541992,1.329725980758667,2.300971984863281,0.4946852624416351,1.0,0.0,0.0,0.0,0.0,0.0,12.554072380065918,6
18553,0.2410183697938919,13.994624790258284,0,10,0.6487701535224915,12.133851051330566,1.153353929519653,0.7766981720924377,-2.586838722229004,1.3608969449996948,1.0,0.0,0.0,0.0,0.0,0.0,11.84304428100586,2
16339,0.0973230898380279,12.503919150017168,0,10,0.6683295369148254,18.254541397094727,0.684975802898407,1.3064366579055786,-3.067129850387573,1.3366590738296509,0.0,0.0,0.0,0.0,0.0,0.0,11.801946640014648,6
116590,-0.1973913460969925,11.346782039116306,9,6,0.4769808650016784,9.780866622924805,1.1600998640060425,-0.4540059268474579,2.840700626373291,0.9539617300033568,0.0,0.0,0.0,0.0,0.0,1.0,9.885499000549316,-2
237015,-0.0524485558271408,15.883583075960814,0,10,0.4355553388595581,12.99046802520752,1.2227106094360352,-0.2531062960624695,-2.664292812347412,0.8711106777191162,0.0,0.0,0.0,0.0,0.0,1.0,15.554677963256836,0
86199,-0.1111893132328987,15.656325209235431,21,14,0.6132692694664001,13.590407371520996,1.1520129442214966,-0.6128456592559814,2.34692931175232,1.354723334312439,1.0,0.0,0.0,0.0,0.0,0.0,16.550565719604492,-2
165347,-0.0797301158308982,18.91535978724403,0,14,0.3013830184936523,25.33704948425293,0.7465494275093079,1.3613941669464111,2.761064052581787,0.6027660369873047,1.0,0.0,0.0,0.0,0.0,0.0,15.890762329101562,6
219247,0.2474149167537689,11.45931080030914,9,6,0.4299558699131012,9.19404411315918,1.2463841438293457,0.1422053575515747,2.7243947982788086,0.8599117398262024,0.0,0.0,0.0,0.0,0.0,1.0,10.032546997070312,0
139472,-0.191263347864151,10.002988206985378,9,6,0.5735912919044495,7.108428001403809,1.4072011709213257,0.1045056581497192,-2.792837619781494,1.147182583808899,0.0,0.0,0.0,0.0,0.0,0.0,8.901516914367676,0
191980,0.1034156531095504,4.726064179169697,9,6,0.2188716232776641,7.31162691116333,0.6463765501976013,1.4130806922912598,-1.2793678045272827,0.4377432465553283,0.0,0.0,0.0,0.0,0.0,0.0,4.056860446929932,2
194477,-0.0333980806171894,12.18643804169119,0,14,0.6131190061569214,9.441366195678713,1.290749430656433,-0.1890592128038406,1.6542075872421265,1.2346715927124023,0.0,0.0,0.0,0.0,0.0,0.0,15.295690536499023,0
55909,0.0243345219641923,9.874829130872968,15,10,0.6068686246871948,7.047949314117432,1.401092529296875,0.0134426169097423,-2.253981351852417,1.2137372493743896,0.0,0.0,0.0,0.0,0.0,0.0,9.996039390563965,0
221539,0.0233281441032886,13.749116197787089,15,10,0.4573563635349273,11.898599624633787,1.1555238962173462,0.5176997184753418,-2.855421781539917,0.9147127270698548,0.0,0.0,0.0,0.0,0.0,1.0,12.384132385253906,2
48814,-0.0519930496811866,11.269589832488236,0,6,0.5836825966835022,10.464149475097656,1.076971411705017,-0.6040138602256775,-2.996375799179077,1.345331788063049,0.0,0.0,0.0,0.0,0.0,1.0,9.21780014038086,-2
199567,0.146644040942192,15.338083702704123,0,10,0.4336214661598205,11.226064682006836,1.366292119026184,0.3634636402130127,2.9747519493103027,0.8672429323196411,1.0,0.0,0.0,0.0,0.0,0.0,13.86614990234375,0
83133,-0.247290626168251,9.004870089388533,9,6,0.3570556640625,8.735160827636719,1.0308762788772583,-1.079344391822815,0.9563686847686768,0.714111328125,0.0,0.0,0.0,0.0,0.0,1.0,7.746274471282959,-2
188175,-0.1345286667346954,10.37203202630576,21,14,0.2664483189582824,14.857722282409668,0.6980903148651123,1.266622543334961,2.2968125343322754,0.5328966379165649,0.0,0.0,0.0,0.0,0.0,0.0,10.25360870361328,4
211980,0.0057905525900423,13.308577264280643,7,6,0.6867412328720093,7.7594780921936035,1.7151381969451904,-0.5577647089958191,-2.472853422164917,1.3734824657440186,1.0,0.0,0.0,0.0,0.0,0.0,10.183009147644045,0
84120,0.0608746334910392,16.35680286968045,0,10,0.6159809827804565,12.548534393310549,1.3034831285476685,0.1435266733169555,-2.5287890434265137,1.4367777109146118,0.0,0.0,0.0,0.0,0.0,0.0,16.561880111694336,0
62558,-0.1942736357450485,7.794139770775473,21,14,0.566133439540863,21.84849548339844,0.3567357659339905,-1.6374337673187256,-1.5077394247055054,1.132266879081726,0.0,0.0,0.0,0.0,0.0,0.0,7.444836616516113,-6
236326,0.1428588032722473,12.427591044763858,0,14,0.4837191700935364,11.553178787231444,1.0756858587265017,1.0039243698120115,3.008247137069702,0.9674383401870728,0.0,0.0,0.0,0.0,0.0,1.0,10.86809253692627,2
190341,-0.1816730946302414,10.70621535092306,9,6,0.2431175410747528,11.096264839172363,0.9648485779762268,-0.7876983284950256,-2.631150960922241,0.4862350821495056,0.0,0.0,0.0,0.0,0.0,1.0,10.639843940734863,-2
